image,set
ISIC_0072422,train
ISIC_0032009,train
ISIC_0013150_downsampled,train
ISIC_0069519,train
ISIC_0061586,train
ISIC_0030510,train
ISIC_0062441,train
ISIC_0073182,train
ISIC_0024818,train
ISIC_0054600,train
ISIC_0029428,train
ISIC_0029178,train
ISIC_0009564_downsampled,train
ISIC_0068083,train
ISIC_0032835,train
ISIC_0070316,train
ISIC_0072089,train
ISIC_0071783,train
ISIC_0032935,train
ISIC_0066680,train
ISIC_0055139,train
ISIC_0027392,train
ISIC_0072699,train
ISIC_0056174,train
ISIC_0029957,train
ISIC_0014629_downsampled,train
ISIC_0071292,train
ISIC_0030883,train
ISIC_0055778,train
ISIC_0065062,train
ISIC_0063148,train
ISIC_0064013,train
ISIC_0057332,train
ISIC_0030778,train
ISIC_0062743,train
ISIC_0026114,train
ISIC_0028743,train
ISIC_0028560,train
ISIC_0000326,train
ISIC_0068700,train
ISIC_0054948,train
ISIC_0056685,train
ISIC_0066082,train
ISIC_0055810,train
ISIC_0070011,train
ISIC_0033200,train
ISIC_0067889,train
ISIC_0061345,train
ISIC_0028249,train
ISIC_0029275,train
ISIC_0025849,train
ISIC_0067559,train
ISIC_0073156,train
ISIC_0033884,train
ISIC_0028320,train
ISIC_0058591,train
ISIC_0033754,train
ISIC_0056740,train
ISIC_0053649,train
ISIC_0026542,train
ISIC_0067284,train
ISIC_0032270,train
ISIC_0033439,train
ISIC_0013626_downsampled,train
ISIC_0025822,train
ISIC_0055136,train
ISIC_0070186,train
ISIC_0066731,train
ISIC_0030682,train
ISIC_0024500,train
ISIC_0026943,train
ISIC_0055758,train
ISIC_0071929,train
ISIC_0032943,train
ISIC_0031978,train
ISIC_0012665_downsampled,train
ISIC_0029523,train
ISIC_0015167_downsampled,train
ISIC_0058018,train
ISIC_0027366,train
ISIC_0071489,train
ISIC_0072431,train
ISIC_0025660,train
ISIC_0069619,train
ISIC_0057266,train
ISIC_0066843,train
ISIC_0027019,train
ISIC_0014117_downsampled,train
ISIC_0065598,train
ISIC_0068658,train
ISIC_0071809,train
ISIC_0053841,train
ISIC_0070593,train
ISIC_0071978,train
ISIC_0063364,train
ISIC_0027751,train
ISIC_0034241,train
ISIC_0064643,train
ISIC_0009599_downsampled,train
ISIC_0061436,train
ISIC_0067080,train
ISIC_0032403,train
ISIC_0055180,train
ISIC_0031362,train
ISIC_0056586,train
ISIC_0031497,train
ISIC_0065297,train
ISIC_0011347,train
ISIC_0032873,train
ISIC_0071094,train
ISIC_0055977,train
ISIC_0024484,train
ISIC_0033671,train
ISIC_0028718,train
ISIC_0055293,train
ISIC_0071199,train
ISIC_0069930,train
ISIC_0026812,train
ISIC_0069881,train
ISIC_0066862,train
ISIC_0010346,train
ISIC_0071739,train
ISIC_0054602,train
ISIC_0067136,train
ISIC_0028173,train
ISIC_0063980,train
ISIC_0024519,train
ISIC_0055219,train
ISIC_0061714,train
ISIC_0024839,train
ISIC_0025623,train
ISIC_0029797,train
ISIC_0009947,train
ISIC_0000074,train
ISIC_0059704,train
ISIC_0062311,train
ISIC_0028125,train
ISIC_0029853,train
ISIC_0073135,train
ISIC_0055236,train
ISIC_0029006,train
ISIC_0060141,train
ISIC_0063411,train
ISIC_0063807,train
ISIC_0032553,train
ISIC_0070221,train
ISIC_0054334,train
ISIC_0027828,train
ISIC_0030067,train
ISIC_0061567,train
ISIC_0028356,train
ISIC_0071623,train
ISIC_0032042,train
ISIC_0056099,train
ISIC_0029856,train
ISIC_0067335,train
ISIC_0059847,train
ISIC_0063606,train
ISIC_0069575,train
ISIC_0032206,train
ISIC_0072041,train
ISIC_0070372,train
ISIC_0071691,train
ISIC_0056379,train
ISIC_0070701,train
ISIC_0061837,train
ISIC_0066144,train
ISIC_0011130,train
ISIC_0072535,train
ISIC_0028262,train
ISIC_0065137,train
ISIC_0066646,train
ISIC_0068932,train
ISIC_0057591,train
ISIC_0025051,train
ISIC_0072620,train
ISIC_0034251,train
ISIC_0031320,train
ISIC_0025159,train
ISIC_0024791,train
ISIC_0031954,train
ISIC_0053463,train
ISIC_0055671,train
ISIC_0032092,train
ISIC_0069936,train
ISIC_0069365,train
ISIC_0062641,train
ISIC_0065320,train
ISIC_0030676,train
ISIC_0059755,train
ISIC_0031956,train
ISIC_0027291,train
ISIC_0027689,train
ISIC_0058431,train
ISIC_0033141,train
ISIC_0061740,train
ISIC_0031722,train
ISIC_0025954,train
ISIC_0025270,train
ISIC_0055120,train
ISIC_0010449,train
ISIC_0053523,train
ISIC_0025339,train
ISIC_0030577,train
ISIC_0029066,train
ISIC_0070895,train
ISIC_0065400,train
ISIC_0029715,train
ISIC_0063317,train
ISIC_0015984_downsampled,train
ISIC_0025216,train
ISIC_0063677,train
ISIC_0028500,train
ISIC_0029460,train
ISIC_0027268,train
ISIC_0069095,train
ISIC_0068058,train
ISIC_0000536,train
ISIC_0031743,train
ISIC_0033779,train
ISIC_0064397,train
ISIC_0014627_downsampled,train
ISIC_0027024,train
ISIC_0057395,train
ISIC_0060269,train
ISIC_0025170,train
ISIC_0059079,train
ISIC_0067205,train
ISIC_0055454,train
ISIC_0031598,train
ISIC_0011295,train
ISIC_0026155,train
ISIC_0028705,train
ISIC_0029509,train
ISIC_0027516,train
ISIC_0062294,train
ISIC_0027076,train
ISIC_0015966_downsampled,train
ISIC_0071316,train
ISIC_0032458,train
ISIC_0033134,train
ISIC_0032845,train
ISIC_0012683_downsampled,train
ISIC_0053790,train
ISIC_0067784,train
ISIC_0059953,train
ISIC_0065413,train
ISIC_0062364,train
ISIC_0065876,train
ISIC_0032877,train
ISIC_0000544,train
ISIC_0068718,train
ISIC_0070880,train
ISIC_0033085,train
ISIC_0054838,train
ISIC_0012517_downsampled,train
ISIC_0073221,train
ISIC_0026221,train
ISIC_0054586,train
ISIC_0070620,train
ISIC_0063440,train
ISIC_0032112,train
ISIC_0069790,train
ISIC_0071164,train
ISIC_0028182,train
ISIC_0028294,train
ISIC_0032289,train
ISIC_0030545,train
ISIC_0062655,train
ISIC_0014649_downsampled,train
ISIC_0071321,train
ISIC_0025131,train
ISIC_0014949_downsampled,train
ISIC_0033728,train
ISIC_0032237,train
ISIC_0062414,train
ISIC_0000481,train
ISIC_0024764,train
ISIC_0026494,train
ISIC_0060982,train
ISIC_0030699,train
ISIC_0062439,train
ISIC_0069185,train
ISIC_0032088,train
ISIC_0015983_downsampled,train
ISIC_0027840,train
ISIC_0058767,train
ISIC_0028124,train
ISIC_0026765,train
ISIC_0028552,train
ISIC_0027096,train
ISIC_0060533,train
ISIC_0029053,train
ISIC_0024758,train
ISIC_0025687,train
ISIC_0033242,train
ISIC_0056002,train
ISIC_0055987,train
ISIC_0070900,train
ISIC_0026099,train
ISIC_0060959,train
ISIC_0057071,train
ISIC_0057377,train
ISIC_0054494,train
ISIC_0067901,train
ISIC_0070873,train
ISIC_0056498,train
ISIC_0057170,train
ISIC_0072221,train
ISIC_0034111,train
ISIC_0031751,train
ISIC_0028421,train
ISIC_0024586,train
ISIC_0032990,train
ISIC_0069931,train
ISIC_0054238,train
ISIC_0056452,train
ISIC_0027217,train
ISIC_0028255,train
ISIC_0071720,train
ISIC_0024944,train
ISIC_0032805,train
ISIC_0059012,train
ISIC_0015311_downsampled,train
ISIC_0025873,train
ISIC_0072531,train
ISIC_0024947,train
ISIC_0061503,train
ISIC_0053883,train
ISIC_0028641,train
ISIC_0059287,train
ISIC_0015987_downsampled,train
ISIC_0025851,train
ISIC_0028896,train
ISIC_0028590,train
ISIC_0069351,train
ISIC_0072670,train
ISIC_0054140,train
ISIC_0031390,train
ISIC_0033329,train
ISIC_0072653,train
ISIC_0054425,train
ISIC_0012103_downsampled,train
ISIC_0068370,train
ISIC_0010452,train
ISIC_0027503,train
ISIC_0058801,train
ISIC_0024692,train
ISIC_0063458,train
ISIC_0068318,train
ISIC_0057839,train
ISIC_0013176_downsampled,train
ISIC_0029828,train
ISIC_0054162,train
ISIC_0060258,train
ISIC_0014985_downsampled,train
ISIC_0063497,train
ISIC_0064330,train
ISIC_0058344,train
ISIC_0056580,train
ISIC_0066876,train
ISIC_0061928,train
ISIC_0032222,train
ISIC_0072346,train
ISIC_0064337,train
ISIC_0066608,train
ISIC_0059000,train
ISIC_0025632,train
ISIC_0060509,train
ISIC_0014513_downsampled,train
ISIC_0000086_downsampled,train
ISIC_0028555,train
ISIC_0066816,train
ISIC_0053839,train
ISIC_0024312,train
ISIC_0025581,train
ISIC_0055889,train
ISIC_0014044_downsampled,train
ISIC_0016059_downsampled,train
ISIC_0069484,train
ISIC_0060419,train
ISIC_0010067,train
ISIC_0031197,train
ISIC_0062569,train
ISIC_0063589,train
ISIC_0030990,train
ISIC_0067492,train
ISIC_0012178_downsampled,train
ISIC_0024669,train
ISIC_0063910,train
ISIC_0024732,train
ISIC_0068484,train
ISIC_0026272,train
ISIC_0034124,train
ISIC_0072605,train
ISIC_0029156,train
ISIC_0057562,train
ISIC_0072432,train
ISIC_0025447,train
ISIC_0028358,train
ISIC_0032942,train
ISIC_0072001,train
ISIC_0070076,train
ISIC_0064959,train
ISIC_0012380_downsampled,train
ISIC_0069828,train
ISIC_0062972,train
ISIC_0056729,train
ISIC_0054587,train
ISIC_0072815,train
ISIC_0060559,train
ISIC_0064089,train
ISIC_0030419,train
ISIC_0031317,train
ISIC_0025208,train
ISIC_0024311,train
ISIC_0027602,train
ISIC_0061239,train
ISIC_0065513,train
ISIC_0053797,train
ISIC_0057029,train
ISIC_0024437,train
ISIC_0062991,train
ISIC_0071268,train
ISIC_0033937,train
ISIC_0029920,train
ISIC_0067394,train
ISIC_0070913,train
ISIC_0062496,train
ISIC_0071678,train
ISIC_0071237,train
ISIC_0056477,train
ISIC_0071355,train
ISIC_0026974,train
ISIC_0054911,train
ISIC_0057715,train
ISIC_0028782,train
ISIC_0000365,train
ISIC_0062250,train
ISIC_0024600,train
ISIC_0025271,train
ISIC_0013200_downsampled,train
ISIC_0025564,train
ISIC_0059318,train
ISIC_0065429,train
ISIC_0070606,train
ISIC_0034096,train
ISIC_0013424_downsampled,train
ISIC_0071172,train
ISIC_0053816,train
ISIC_0010552,train
ISIC_0060671,train
ISIC_0072841,train
ISIC_0026614,train
ISIC_0067524,train
ISIC_0059334,train
ISIC_0026456,train
ISIC_0028905,train
ISIC_0067290,train
ISIC_0014829_downsampled,train
ISIC_0015064_downsampled,train
ISIC_0027398,train
ISIC_0059093,train
ISIC_0065647,train
ISIC_0033695,train
ISIC_0011084,train
ISIC_0011367,train
ISIC_0071823,train
ISIC_0057381,train
ISIC_0025152,train
ISIC_0013617_downsampled,train
ISIC_0027565,train
ISIC_0028517,train
ISIC_0030442,train
ISIC_0055732,train
ISIC_0012378_downsampled,train
ISIC_0028201,train
ISIC_0028501,train
ISIC_0059674,train
ISIC_0030497,train
ISIC_0031854,train
ISIC_0027285,train
ISIC_0059553,train
ISIC_0028612,train
ISIC_0067286,train
ISIC_0028803,train
ISIC_0015969_downsampled,train
ISIC_0066440,train
ISIC_0058278,train
ISIC_0071600,train
ISIC_0066247,train
ISIC_0063758,train
ISIC_0066751,train
ISIC_0062306,train
ISIC_0070834,train
ISIC_0015056_downsampled,train
ISIC_0000513,train
ISIC_0025856,train
ISIC_0031200,train
ISIC_0032993,train
ISIC_0013397_downsampled,train
ISIC_0062471,train
ISIC_0057576,train
ISIC_0026132,train
ISIC_0073214,train
ISIC_0065632,train
ISIC_0063462,train
ISIC_0009973,train
ISIC_0027467,train
ISIC_0058148,train
ISIC_0012433_downsampled,train
ISIC_0030965,train
ISIC_0015208_downsampled,train
ISIC_0068905,train
ISIC_0063088,train
ISIC_0072080,train
ISIC_0072412,train
ISIC_0069276,train
ISIC_0066346,train
ISIC_0069040,train
ISIC_0033976,train
ISIC_0059484,train
ISIC_0012699_downsampled,train
ISIC_0030028,train
ISIC_0057656,train
ISIC_0068144,train
ISIC_0014922_downsampled,train
ISIC_0060553,train
ISIC_0071511,train
ISIC_0025349,train
ISIC_0027252,train
ISIC_0059229,train
ISIC_0031168,train
ISIC_0010586,train
ISIC_0028050,train
ISIC_0055443,train
ISIC_0024696,train
ISIC_0073157,train
ISIC_0065295,train
ISIC_0063530,train
ISIC_0028531,train
ISIC_0062754,train
ISIC_0027518,train
ISIC_0031120,train
ISIC_0068989,train
ISIC_0054030,train
ISIC_0072453,train
ISIC_0056958,train
ISIC_0062325,train
ISIC_0031514,train
ISIC_0032121,train
ISIC_0072738,train
ISIC_0033155,train
ISIC_0069450,train
ISIC_0066180,train
ISIC_0060332,train
ISIC_0070266,train
ISIC_0067642,train
ISIC_0030129,train
ISIC_0030016,train
ISIC_0067163,train
ISIC_0027984,train
ISIC_0014792_downsampled,train
ISIC_0064651,train
ISIC_0032965,train
ISIC_0029166,train
ISIC_0029077,train
ISIC_0061426,train
ISIC_0062150,train
ISIC_0013341_downsampled,train
ISIC_0013124_downsampled,train
ISIC_0069952,train
ISIC_0031487,train
ISIC_0032165,train
ISIC_0027929,train
ISIC_0072305,train
ISIC_0063993,train
ISIC_0013886_downsampled,train
ISIC_0032756,train
ISIC_0032529,train
ISIC_0024919,train
ISIC_0070699,train
ISIC_0068291,train
ISIC_0013268_downsampled,train
ISIC_0029977,train
ISIC_0057877,train
ISIC_0026439,train
ISIC_0033678,train
ISIC_0072627,train
ISIC_0030579,train
ISIC_0029533,train
ISIC_0013962_downsampled,train
ISIC_0024912,train
ISIC_0068997,train
ISIC_0034125,train
ISIC_0029763,train
ISIC_0026613,train
ISIC_0072798,train
ISIC_0068217,train
ISIC_0028153,train
ISIC_0069703,train
ISIC_0057184,train
ISIC_0071967,train
ISIC_0010058,train
ISIC_0067614,train
ISIC_0060253,train
ISIC_0009891,train
ISIC_0068661,train
ISIC_0025073,train
ISIC_0031491,train
ISIC_0031039,train
ISIC_0058876,train
ISIC_0031053,train
ISIC_0063122,train
ISIC_0066063,train
ISIC_0031597,train
ISIC_0029691,train
ISIC_0033570,train
ISIC_0024982,train
ISIC_0068177,train
ISIC_0069921,train
ISIC_0064271,train
ISIC_0059240,train
ISIC_0025614,train
ISIC_0029553,train
ISIC_0028016,train
ISIC_0034192,train
ISIC_0012981_downsampled,train
ISIC_0029833,train
ISIC_0054081,train
ISIC_0030408,train
ISIC_0067804,train
ISIC_0025050,train
ISIC_0063670,train
ISIC_0027463,train
ISIC_0071776,train
ISIC_0068840,train
ISIC_0031732,train
ISIC_0058900,train
ISIC_0072623,train
ISIC_0015568_downsampled,train
ISIC_0055577,train
ISIC_0033918,train
ISIC_0015127_downsampled,train
ISIC_0057539,train
ISIC_0053562,train
ISIC_0067306,train
ISIC_0024730,train
ISIC_0070540,train
ISIC_0027743,train
ISIC_0025119,train
ISIC_0026157,train
ISIC_0025313,train
ISIC_0000418_downsampled,train
ISIC_0062999,train
ISIC_0031621,train
ISIC_0065431,train
ISIC_0062973,train
ISIC_0055503,train
ISIC_0058752,train
ISIC_0063278,train
ISIC_0024881,train
ISIC_0024933,train
ISIC_0070283,train
ISIC_0032703,train
ISIC_0027596,train
ISIC_0024607,train
ISIC_0056670,train
ISIC_0069996,train
ISIC_0053559,train
ISIC_0012335_downsampled,train
ISIC_0062953,train
ISIC_0016070_downsampled,train
ISIC_0061791,train
ISIC_0002836_downsampled,train
ISIC_0029985,train
ISIC_0071426,train
ISIC_0033846,train
ISIC_0056725,train
ISIC_0026385,train
ISIC_0033391,train
ISIC_0055629,train
ISIC_0030862,train
ISIC_0070938,train
ISIC_0026788,train
ISIC_0055140,train
ISIC_0053874,train
ISIC_0031955,train
ISIC_0059933,train
ISIC_0055955,train
ISIC_0032563,train
ISIC_0072441,train
ISIC_0065110,train
ISIC_0070988,train
ISIC_0060834,train
ISIC_0055475,train
ISIC_0013128_downsampled,train
ISIC_0060607,train
ISIC_0027303,train
ISIC_0065514,train
ISIC_0010863,train
ISIC_0057300,train
ISIC_0032772,train
ISIC_0025502,train
ISIC_0062809,train
ISIC_0055467,train
ISIC_0058346,train
ISIC_0072772,train
ISIC_0014891_downsampled,train
ISIC_0031521,train
ISIC_0064709,train
ISIC_0009932,train
ISIC_0033612,train
ISIC_0056655,train
ISIC_0065108,train
ISIC_0014288_downsampled,train
ISIC_0029628,train
ISIC_0033376,train
ISIC_0054421,train
ISIC_0061338,train
ISIC_0012873_downsampled,train
ISIC_0066053,train
ISIC_0027803,train
ISIC_0032086,train
ISIC_0071005,train
ISIC_0061219,train
ISIC_0072367,train
ISIC_0025475,train
ISIC_0012278_downsampled,train
ISIC_0060468,train
ISIC_0064437,train
ISIC_0065078,train
ISIC_0063760,train
ISIC_0029290,train
ISIC_0033773,train
ISIC_0033482,train
ISIC_0060217,train
ISIC_0056456,train
ISIC_0054756,train
ISIC_0027899,train
ISIC_0060897,train
ISIC_0069273,train
ISIC_0054569,train
ISIC_0057061,train
ISIC_0027206,train
ISIC_0030450,train
ISIC_0061820,train
ISIC_0059713,train
ISIC_0066621,train
ISIC_0025852,train
ISIC_0026377,train
ISIC_0030446,train
ISIC_0068742,train
ISIC_0062858,train
ISIC_0033077,train
ISIC_0014026_downsampled,train
ISIC_0061978,train
ISIC_0024712,train
ISIC_0060238,train
ISIC_0072423,train
ISIC_0032595,train
ISIC_0001871_downsampled,train
ISIC_0027002,train
ISIC_0031864,train
ISIC_0064936,train
ISIC_0054841,train
ISIC_0027999,train
ISIC_0072109,train
ISIC_0031638,train
ISIC_0063659,train
ISIC_0033516,train
ISIC_0072802,train
ISIC_0024776,train
ISIC_0033060,train
ISIC_0033520,train
ISIC_0065779,train
ISIC_0070666,train
ISIC_0013782_downsampled,train
ISIC_0026280,train
ISIC_0026003,train
ISIC_0057009,train
ISIC_0016054_downsampled,train
ISIC_0029838,train
ISIC_0011303,train
ISIC_0012208_downsampled,train
ISIC_0063210,train
ISIC_0030465,train
ISIC_0068694,train
ISIC_0054322,train
ISIC_0026888,train
ISIC_0068897,train
ISIC_0062927,train
ISIC_0027284,train
ISIC_0066086,train
ISIC_0024650,train
ISIC_0060162,train
ISIC_0054886,train
ISIC_0055374,train
ISIC_0070766,train
ISIC_0068363,train
ISIC_0056115,train
ISIC_0069188,train
ISIC_0068145,train
ISIC_0058957,train
ISIC_0071448,train
ISIC_0000484,train
ISIC_0057080,train
ISIC_0058836,train
ISIC_0025438,train
ISIC_0027936,train
ISIC_0064039,train
ISIC_0024659,train
ISIC_0064097,train
ISIC_0029624,train
ISIC_0065581,train
ISIC_0069604,train
ISIC_0033814,train
ISIC_0027375,train
ISIC_0033009,train
ISIC_0024317,train
ISIC_0029593,train
ISIC_0054573,train
ISIC_0033955,train
ISIC_0031075,train
ISIC_0025407,train
ISIC_0057950,train
ISIC_0028917,train
ISIC_0025055,train
ISIC_0060878,train
ISIC_0058198,train
ISIC_0063813,train
ISIC_0063740,train
ISIC_0058069,train
ISIC_0056346,train
ISIC_0060454,train
ISIC_0030626,train
ISIC_0014731_downsampled,train
ISIC_0063252,train
ISIC_0065885,train
ISIC_0054653,train
ISIC_0028945,train
ISIC_0061885,train
ISIC_0025200,train
ISIC_0061270,train
ISIC_0060151,train
ISIC_0056712,train
ISIC_0025036,train
ISIC_0069879,train
ISIC_0059939,train
ISIC_0024959,train
ISIC_0010476,train
ISIC_0068708,train
ISIC_0029188,train
ISIC_0058286,train
ISIC_0029303,train
ISIC_0071859,train
ISIC_0031006,train
ISIC_0030457,train
ISIC_0065394,train
ISIC_0069471,train
ISIC_0033778,train
ISIC_0013203_downsampled,train
ISIC_0028739,train
ISIC_0053788,train
ISIC_0066429,train
ISIC_0032161,train
ISIC_0025129,train
ISIC_0024429,train
ISIC_0027752,train
ISIC_0067308,train
ISIC_0054520,train
ISIC_0032903,train
ISIC_0032138,train
ISIC_0010587,train
ISIC_0032637,train
ISIC_0070746,train
ISIC_0064797,train
ISIC_0031957,train
ISIC_0070751,train
ISIC_0026738,train
ISIC_0015952_downsampled,train
ISIC_0012696_downsampled,train
ISIC_0071479,train
ISIC_0065041,train
ISIC_0025110,train
ISIC_0014289_downsampled,train
ISIC_0054591,train
ISIC_0067589,train
ISIC_0058996,train
ISIC_0024319,train
ISIC_0061626,train
ISIC_0032093,train
ISIC_0067265,train
ISIC_0059913,train
ISIC_0010364,train
ISIC_0026523,train
ISIC_0032736,train
ISIC_0009942,train
ISIC_0070365,train
ISIC_0069025,train
ISIC_0025978,train
ISIC_0069250,train
ISIC_0058177,train
ISIC_0070267,train
ISIC_0015940_downsampled,train
ISIC_0024921,train
ISIC_0028685,train
ISIC_0056782,train
ISIC_0057136,train
ISIC_0057464,train
ISIC_0025606,train
ISIC_0064927,train
ISIC_0027768,train
ISIC_0033571,train
ISIC_0032572,train
ISIC_0066997,train
ISIC_0015464_downsampled,train
ISIC_0025892,train
ISIC_0065391,train
ISIC_0062444,train
ISIC_0024668,train
ISIC_0025240,train
ISIC_0072868,train
ISIC_0025282,train
ISIC_0067137,train
ISIC_0062833,train
ISIC_0000202_downsampled,train
ISIC_0029727,train
ISIC_0062027,train
ISIC_0032799,train
ISIC_0057970,train
ISIC_0065158,train
ISIC_0032893,train
ISIC_0066805,train
ISIC_0068482,train
ISIC_0054944,train
ISIC_0025132,train
ISIC_0025506,train
ISIC_0030719,train
ISIC_0064071,train
ISIC_0053617,train
ISIC_0033109,train
ISIC_0055560,train
ISIC_0027090,train
ISIC_0059743,train
ISIC_0031796,train
ISIC_0053748,train
ISIC_0068379,train
ISIC_0029541,train
ISIC_0032193,train
ISIC_0032201,train
ISIC_0063587,train
ISIC_0062024,train
ISIC_0033117,train
ISIC_0071450,train
ISIC_0025116,train
ISIC_0069982,train
ISIC_0034046,train
ISIC_0025242,train
ISIC_0025586,train
ISIC_0058979,train
ISIC_0067236,train
ISIC_0015645_downsampled,train
ISIC_0012677_downsampled,train
ISIC_0029773,train
ISIC_0055640,train
ISIC_0057561,train
ISIC_0028422,train
ISIC_0064308,train
ISIC_0061684,train
ISIC_0025869,train
ISIC_0063835,train
ISIC_0061127,train
ISIC_0030892,train
ISIC_0025973,train
ISIC_0031142,train
ISIC_0010554,train
ISIC_0069202,train
ISIC_0031938,train
ISIC_0031163,train
ISIC_0031339,train
ISIC_0029229,train
ISIC_0062967,train
ISIC_0061224,train
ISIC_0032089,train
ISIC_0032885,train
ISIC_0032551,train
ISIC_0029774,train
ISIC_0009965,train
ISIC_0057820,train
ISIC_0029416,train
ISIC_0030646,train
ISIC_0024780,train
ISIC_0069229,train
ISIC_0014527_downsampled,train
ISIC_0063424,train
ISIC_0033742,train
ISIC_0066936,train
ISIC_0068601,train
ISIC_0067008,train
ISIC_0024467,train
ISIC_0072194,train
ISIC_0067005,train
ISIC_0030384,train
ISIC_0065276,train
ISIC_0058221,train
ISIC_0032500,train
ISIC_0026474,train
ISIC_0060822,train
ISIC_0072212,train
ISIC_0000474,train
ISIC_0030475,train
ISIC_0031093,train
ISIC_0067925,train
ISIC_0026720,train
ISIC_0031461,train
ISIC_0024609,train
ISIC_0033804,train
ISIC_0055404,train
ISIC_0033604,train
ISIC_0026174,train
ISIC_0064471,train
ISIC_0055833,train
ISIC_0053857,train
ISIC_0065247,train
ISIC_0028622,train
ISIC_0071954,train
ISIC_0029025,train
ISIC_0028666,train
ISIC_0054087,train
ISIC_0013592_downsampled,train
ISIC_0069136,train
